member,split,ncbiTaxID_new,Temp_Duplicate_Average,bin_name
1970310|WP_291323870.1,train,1970310,6.29,psychrophiles
249408|WP_156039152.1,train,249408,12.5,psychrophiles
37448|WP_168922791.1,train,37448,4.0,psychrophiles
468916|WP_407538942.1,train,468916,10.0,psychrophiles
468914|WP_407571156.1,train,468914,10.0,psychrophiles
651662|WP_217633878.1,train,651662,5.5,psychrophiles
29376|WP_194174924.1,train,29376,55.0,mesophiles bin 4
1524095|WP_188560328.1,train,1524095,12.5,psychrophiles
271098|WP_083758345.1,train,271098,10.0,psychrophiles
43661|WP_227490568.1,train,43661,5.0,psychrophiles
425104|WP_012142501.1,train,425104,10.0,psychrophiles
74109|WP_006229816.1,train,74109,10.0,psychrophiles
212021|WP_248973591.1,train,212021,13.0,psychrophiles
60217|WP_041419627.1,train,60217,7.0,psychrophiles
28229|WP_011044409.1,train,28229,9.5,psychrophiles
271096|WP_126519078.1,train,271096,10.0,psychrophiles
271096|WP_126520297.1,train,271096,10.0,psychrophiles
1641715|WP_237445081.1,train,1641715,18.0,mesophiles bin 1
1967665|WP_081152385.1,train,1967665,11.5,psychrophiles
2023717|WP_101769446.1,train,2023717,12.5,psychrophiles
1217908|WP_015500919.1,train,1217908,7.0,psychrophiles
74348|WP_093923918.1,train,74348,14.5,psychrophiles
53946|WP_015494364.1,train,53946,9.5,psychrophiles
163361|WP_206964499.1,train,163361,14.0,psychrophiles
249403|WP_051668231.1,train,249403,13.5,psychrophiles
249406|WP_415787760.1,train,249406,9.0,psychrophiles
1121381|WP_029481173.1,train,1121381,12.5,psychrophiles
249403|WP_029477711.1,train,249403,13.5,psychrophiles
249408|WP_415813851.1,train,249408,12.5,psychrophiles
249406|WP_415790084.1,train,249406,9.0,psychrophiles
249403|WP_084147803.1,train,249403,13.5,psychrophiles
1121381|WP_029482085.1,train,1121381,12.5,psychrophiles
1121381|WP_029484363.1,train,1121381,12.5,psychrophiles
1121381|WP_034413379.1,train,1121381,12.5,psychrophiles
1121922|WP_006011542.1,train,1121922,12.5,psychrophiles
28229|WP_011043203.1,train,28229,9.5,psychrophiles
1129794|WP_007639591.1,train,1129794,12.0,psychrophiles
1201293|WP_017221429.1,train,1201293,9.0,psychrophiles
131540|WP_019555825.1,train,131540,12.35,psychrophiles
1324956|WP_243646763.1,train,1324956,52.5,mesophiles bin 4
1336806|WP_100257714.1,train,1336806,12.0,psychrophiles
1336806|WP_100257147.1,train,1336806,12.0,psychrophiles
645597|WP_132986985.1,train,645597,12.5,psychrophiles
1524462|WP_201028727.1,train,1524462,22.5,mesophiles bin 1
1336806|WP_227003686.1,train,1336806,12.0,psychrophiles
468916|WP_407542311.1,train,468916,10.0,psychrophiles
995038|WP_092450215.1,train,995038,11.0,psychrophiles
74109|WP_006230533.1,train,74109,10.0,psychrophiles
995037|WP_105036148.1,train,995037,11.0,psychrophiles
2056433|WP_136640595.1,train,2056433,12.5,psychrophiles
1129794|WP_226991179.1,train,1129794,12.0,psychrophiles
1434752|WP_083257089.1,train,1434752,12.5,psychrophiles
1434752|WP_069658569.1,train,1434752,12.5,psychrophiles
145483|WP_146855680.1,train,145483,13.5,psychrophiles
1477021|WP_188511574.1,train,1477021,14.0,psychrophiles
335975|WP_093733675.1,train,335975,20.0,mesophiles bin 1
1485217|WP_099794011.1,train,1485217,10.0,psychrophiles
1495650|WP_303896962.1,train,1495650,73.75,thermophiles
1524095|WP_188562354.1,train,1524095,12.5,psychrophiles
1562124|WP_188559087.1,train,1562124,10.0,psychrophiles
1524095|WP_188563493.1,val,1524095,12.5,psychrophiles
1538023|WP_272862225.1,train,1538023,28.0,mesophiles bin 2
1562124|WP_188558552.1,train,1562124,10.0,psychrophiles
163361|WP_344110256.1,train,163361,14.0,psychrophiles
163361|WP_206962811.1,train,163361,14.0,psychrophiles
1658618|WP_129589789.1,train,1658618,10.0,psychrophiles
1658618|WP_206018709.1,train,1658618,10.0,psychrophiles
1658618|WP_105044334.1,train,1658618,10.0,psychrophiles
177439|WP_011187359.1,train,177439,10.0,psychrophiles
177439|WP_083818939.1,test,177439,10.0,psychrophiles
177439|WP_083818946.1,train,177439,10.0,psychrophiles
1833852|WP_149026705.1,train,1833852,50.0,mesophiles bin 4
1843235|WP_132534690.1,train,1843235,10.0,psychrophiles
1843235|WP_132531511.1,train,1843235,10.0,psychrophiles
425514|WP_090560085.1,train,425514,14.0,psychrophiles
1970307|WP_114655684.1,train,1970307,6.29,psychrophiles
1970310|WP_066785945.1,val,1970310,6.29,psychrophiles
1970310|WP_291326370.1,train,1970310,6.29,psychrophiles
1970312|WP_024813062.1,train,1970312,6.29,psychrophiles
271099|WP_126506095.1,train,271099,10.0,psychrophiles
271096|WP_126519468.1,train,271096,10.0,psychrophiles
667306|WP_248105048.1,train,667306,50.0,mesophiles bin 4
1970434|WP_374145887.1,train,1970434,4.2,psychrophiles
1970433|WP_374132510.1,train,1970433,4.2,psychrophiles
1970432|WP_374127917.1,train,1970432,4.2,psychrophiles
1970313|WP_291324068.1,train,1970313,6.29,psychrophiles
1970432|WP_374125961.1,train,1970432,4.2,psychrophiles
1970432|WP_374126769.1,test,1970432,4.2,psychrophiles
1970433|WP_374130092.1,train,1970433,4.2,psychrophiles
1970433|WP_374131253.1,test,1970433,4.2,psychrophiles
1970436|WP_374139811.1,test,1970436,4.2,psychrophiles
1970434|WP_374145468.1,test,1970434,4.2,psychrophiles
1970436|WP_374137398.1,val,1970436,4.2,psychrophiles
163361|WP_206968607.1,val,163361,14.0,psychrophiles
198347|WP_226125288.1,train,198347,5.0,psychrophiles
198347|WP_226122817.1,train,198347,5.0,psychrophiles
2014610|WP_284350155.1,train,2014610,22.5,mesophiles bin 1
2023717|WP_407951506.1,train,2023717,12.5,psychrophiles
2038737|WP_379808343.1,test,2038737,10.0,psychrophiles
291187|WP_066250962.1,test,291187,10.5,psychrophiles
2054411|WP_208309152.1,train,2054411,14.0,psychrophiles
1562124|WP_188559621.1,train,1562124,10.0,psychrophiles
249408|WP_051655709.1,train,249408,12.5,psychrophiles
253703|WP_068648949.1,train,253703,12.5,psychrophiles
253703|WP_246168247.1,train,253703,12.5,psychrophiles
264736|WP_107244757.1,train,264736,14.0,psychrophiles
266749|WP_039348583.1,test,266749,21.5,mesophiles bin 1
271|WP_040684379.1,train,271,70.0,thermophiles
281738|WP_394124890.1,test,281738,12.5,psychrophiles
289376|WP_012545217.1,train,289376,65.0,thermophiles
291179|WP_147086585.1,val,291179,10.5,psychrophiles
291179|WP_147088426.1,train,291179,10.5,psychrophiles
291190|WP_146931401.1,train,291190,13.0,psychrophiles
291187|WP_066255163.1,train,291187,10.5,psychrophiles
304413|WP_464242130.1,val,304413,14.0,psychrophiles
96941|WP_243216959.1,val,96941,6.75,psychrophiles
271096|WP_126520800.1,val,271096,10.0,psychrophiles
271098|WP_012277858.1,val,271098,10.0,psychrophiles
60217|WP_013052278.1,val,60217,7.0,psychrophiles
225848|WP_077752274.1,val,225848,12.5,psychrophiles
43661|WP_193631025.1,val,43661,5.0,psychrophiles
304413|WP_464243978.1,train,304413,14.0,psychrophiles
336828|WP_019599600.1,train,336828,5.0,psychrophiles
1562124|WP_188556855.1,train,1562124,10.0,psychrophiles
2054411|WP_208308667.1,train,2054411,14.0,psychrophiles
651662|WP_092739300.1,train,651662,5.5,psychrophiles
37448|WP_168922471.1,test,37448,4.0,psychrophiles
1970312|WP_291324858.1,test,1970312,6.29,psychrophiles
425104|WP_012143909.1,train,425104,10.0,psychrophiles
43661|WP_193630281.1,train,43661,5.0,psychrophiles
60217|WP_013052748.1,train,60217,7.0,psychrophiles
468913|WP_237724681.1,train,468913,10.0,psychrophiles
468914|WP_407572218.1,train,468914,10.0,psychrophiles
468916|WP_407542219.1,train,468916,10.0,psychrophiles
468916|WP_407541626.1,test,468916,10.0,psychrophiles
505250|WP_027077416.1,train,505250,10.0,psychrophiles
505250|WP_027078003.1,train,505250,10.0,psychrophiles
506591|WP_259971241.1,train,506591,24.0,mesophiles bin 1
52704|WP_106060376.1,val,52704,12.0,psychrophiles
1002795|WP_196593303.1,val,1002795,30.0,mesophiles bin 2
52704|WP_170065687.1,train,52704,12.0,psychrophiles
53946|WP_015493965.1,train,53946,9.5,psychrophiles
53946|WP_015493927.1,train,53946,9.5,psychrophiles
1844006|WP_072505691.1,train,1844006,24.0,mesophiles bin 1
37448|WP_168921558.1,train,37448,4.0,psychrophiles
1217908|WP_015497913.1,train,1217908,7.0,psychrophiles
1794944|WP_183322500.1,train,1794944,30.0,mesophiles bin 2
74348|WP_093924804.1,train,74348,14.5,psychrophiles
57029|WP_015022911.1,train,57029,12.5,psychrophiles
590168|WP_012896051.1,test,590168,80.0,hyperthermophiles
60217|WP_013051948.1,train,60217,7.0,psychrophiles
225848|WP_077755588.1,train,225848,12.5,psychrophiles
271099|WP_126505995.1,train,271099,10.0,psychrophiles
43661|WP_227490613.1,train,43661,5.0,psychrophiles
74109|WP_006228832.1,train,74109,10.0,psychrophiles
1469557|WP_034060881.1,train,1469557,10.0,psychrophiles
291190|WP_146931049.1,train,291190,13.0,psychrophiles
635013|WP_242653794.1,train,635013,55.0,mesophiles bin 4
645597|WP_132985224.1,train,645597,12.5,psychrophiles
645597|WP_132986090.1,test,645597,12.5,psychrophiles
651661|WP_082215908.1,train,651661,12.5,psychrophiles
651661|WP_082214404.1,train,651661,12.5,psychrophiles
2054411|WP_208309171.1,train,2054411,14.0,psychrophiles
1562124|WP_188555964.1,train,1562124,10.0,psychrophiles
651662|WP_139255149.1,train,651662,5.5,psychrophiles
67573|WP_238741085.1,train,67573,12.0,psychrophiles
67573|WP_238742969.1,train,67573,12.0,psychrophiles
72144|XP_070865473.1,test,72144,42.5,mesophiels bin 3
74109|WP_006231511.1,train,74109,10.0,psychrophiles
56813|WP_248989380.1,train,56813,16.0,mesophiles bin 1
212021|WP_248976010.1,train,212021,13.0,psychrophiles
271098|WP_012279049.1,train,271098,10.0,psychrophiles
53946|WP_015497385.1,train,53946,9.5,psychrophiles
74348|WP_093923991.1,test,74348,14.5,psychrophiles
1217908|WP_015499313.1,test,1217908,7.0,psychrophiles
818|WP_008763971.1,train,818,37.0,mesophiels bin 3
930805|WP_084199884.1,train,930805,22.5,mesophiles bin 1
1970436|WP_374137710.1,train,1970436,4.2,psychrophiles
1970436|WP_374139459.1,train,1970436,4.2,psychrophiles
198347|WP_226122772.1,train,198347,5.0,psychrophiles
504936|WP_205143396.1,train,504936,15.0,mesophiles bin 1
253703|WP_068649534.1,train,253703,12.5,psychrophiles
198347|WP_226126814.1,train,198347,5.0,psychrophiles
2023717|WP_232615864.1,train,2023717,12.5,psychrophiles
2026176|WP_091670819.1,train,2026176,29.0,mesophiles bin 2
2038737|WP_379803819.1,train,2038737,10.0,psychrophiles
2054411|WP_208307503.1,train,2054411,14.0,psychrophiles
2056433|WP_136642899.1,test,2056433,12.5,psychrophiles
1477021|WP_188509758.1,test,1477021,14.0,psychrophiles
2056433|WP_161580505.1,train,2056433,12.5,psychrophiles
210623|WP_343186772.1,train,210623,35.0,mesophiels bin 3
212021|WP_248973154.1,train,212021,13.0,psychrophiles
225848|WP_077755415.1,train,225848,12.5,psychrophiles
225848|WP_077755481.1,train,225848,12.5,psychrophiles
225848|WP_077750983.1,train,225848,12.5,psychrophiles
238834|WP_071611011.1,train,238834,7.0,psychrophiles
238834|WP_170288060.1,val,238834,7.0,psychrophiles
249189|WP_169818202.1,train,249189,13.5,psychrophiles
249189|WP_071858586.1,train,249189,13.5,psychrophiles
249403|WP_029479150.1,train,249403,13.5,psychrophiles
249406|WP_415790864.1,train,249406,9.0,psychrophiles
468914|WP_407568841.1,train,468914,10.0,psychrophiles
249408|WP_029479673.1,train,249408,12.5,psychrophiles
249406|WP_415785926.1,train,249406,9.0,psychrophiles
249406|WP_415789724.1,train,249406,9.0,psychrophiles
253703|WP_068648248.1,train,253703,12.5,psychrophiles
264736|WP_107241174.1,train,264736,14.0,psychrophiles
2023717|WP_232603054.1,train,2023717,12.5,psychrophiles
225848|WP_077753780.1,train,225848,12.5,psychrophiles
271098|WP_012276634.1,train,271098,10.0,psychrophiles
212021|WP_248975989.1,train,212021,13.0,psychrophiles
641665|WP_085283086.1,train,641665,24.0,mesophiles bin 1
1967665|WP_081152444.1,train,1967665,11.5,psychrophiles
43661|WP_193630671.1,train,43661,5.0,psychrophiles
271099|WP_126505384.1,train,271099,10.0,psychrophiles
425104|WP_012143270.1,train,425104,10.0,psychrophiles
271096|WP_126523219.1,train,271096,10.0,psychrophiles
645597|WP_132985381.1,train,645597,12.5,psychrophiles
264736|WP_107247020.1,train,264736,14.0,psychrophiles
2023717|WP_232616425.1,train,2023717,12.5,psychrophiles
271098|WP_041415852.1,train,271098,10.0,psychrophiles
425104|WP_012141387.1,train,425104,10.0,psychrophiles
60217|WP_013050150.1,train,60217,7.0,psychrophiles
43661|WP_193631345.1,train,43661,5.0,psychrophiles
225848|WP_077755668.1,train,225848,12.5,psychrophiles
212021|WP_020914180.1,train,212021,13.0,psychrophiles
28229|WP_011045410.1,test,28229,9.5,psychrophiles
1129794|WP_007643114.1,test,1129794,12.0,psychrophiles
291179|WP_147087017.1,train,291179,10.5,psychrophiles
291179|WP_223270904.1,train,291179,10.5,psychrophiles
57029|WP_015023539.1,train,57029,12.5,psychrophiles
291187|WP_066257073.1,train,291187,10.5,psychrophiles
291190|WP_146928050.1,train,291190,13.0,psychrophiles
304413|WP_464244278.1,train,304413,14.0,psychrophiles
336828|WP_019596488.1,train,336828,5.0,psychrophiles
37448|WP_168921537.1,train,37448,4.0,psychrophiles
386302|WP_097059336.1,train,386302,18.5,mesophiles bin 1
163361|WP_206968490.1,train,163361,14.0,psychrophiles
2056433|WP_136641657.1,train,2056433,12.5,psychrophiles
995038|WP_092451353.1,train,995038,11.0,psychrophiles
1477021|WP_188510241.1,train,1477021,14.0,psychrophiles
145483|WP_146856050.1,train,145483,13.5,psychrophiles
425104|WP_012143343.1,train,425104,10.0,psychrophiles
425514|WP_090555019.1,test,425514,14.0,psychrophiles
468913|WP_161881391.1,train,468913,10.0,psychrophiles
468913|WP_161882017.1,train,468913,10.0,psychrophiles
468914|WP_407570835.1,train,468914,10.0,psychrophiles
468914|WP_407572551.1,train,468914,10.0,psychrophiles
1339250|WP_187388557.1,train,1339250,55.0,mesophiles bin 4
468916|WP_407542688.1,train,468916,10.0,psychrophiles
1970310|WP_291326133.1,train,1970310,6.29,psychrophiles
96941|WP_262967222.1,train,96941,6.75,psychrophiles
1970312|WP_291328480.1,train,1970312,6.29,psychrophiles
1970313|WP_291326214.1,train,1970313,6.29,psychrophiles
1970313|WP_291324398.1,train,1970313,6.29,psychrophiles
1970432|WP_374125883.1,train,1970432,4.2,psychrophiles
28229|WP_011043814.1,train,28229,9.5,psychrophiles
67573|WP_238741554.1,train,67573,12.0,psychrophiles
1469557|WP_034059054.1,train,1469557,10.0,psychrophiles
225848|WP_077755311.1,train,225848,12.5,psychrophiles
1117313|WP_010554543.1,train,1117313,12.5,psychrophiles
1201293|WP_017220998.1,train,1201293,9.0,psychrophiles
645|WP_271787059.1,train,645,23.5,mesophiles bin 1
1970434|WP_374146294.1,train,1970434,4.2,psychrophiles
1117313|WP_010554849.1,train,1117313,12.5,psychrophiles
1129794|WP_007640272.1,train,1129794,12.0,psychrophiles
1843235|WP_132531367.1,train,1843235,10.0,psychrophiles
505250|WP_027075556.1,train,505250,10.0,psychrophiles
1524095|WP_229749040.1,train,1524095,12.5,psychrophiles
2038737|WP_379804152.1,train,2038737,10.0,psychrophiles
651662|WP_092737967.1,train,651662,5.5,psychrophiles
651661|WP_082214988.1,train,651661,12.5,psychrophiles
2023717|WP_232615960.1,train,2023717,12.5,psychrophiles
425104|WP_083758970.1,train,425104,10.0,psychrophiles
212021|WP_428848469.1,train,212021,13.0,psychrophiles
1970433|WP_374132013.1,train,1970433,4.2,psychrophiles
28229|WP_011045372.1,train,28229,9.5,psychrophiles
271099|WP_126507731.1,train,271099,10.0,psychrophiles
1967665|WP_081153397.1,train,1967665,11.5,psychrophiles
1121922|WP_006014668.1,train,1121922,12.5,psychrophiles
271155|WP_026718551.1,train,271155,21.2,mesophiles bin 1
995038|WP_092448797.1,train,995038,11.0,psychrophiles
1477021|WP_188509346.1,train,1477021,14.0,psychrophiles
2056433|WP_136640946.1,train,2056433,12.5,psychrophiles
1121381|WP_029482413.1,train,1121381,12.5,psychrophiles
249403|WP_029477122.1,train,249403,13.5,psychrophiles
145483|WP_146854043.1,train,145483,13.5,psychrophiles
645597|WP_132985726.1,train,645597,12.5,psychrophiles
291187|WP_066247776.1,train,291187,10.5,psychrophiles
291190|WP_146933034.1,train,291190,13.0,psychrophiles
425514|WP_090557400.1,train,425514,14.0,psychrophiles
336828|WP_019597125.1,train,336828,5.0,psychrophiles
57029|WP_015025593.1,train,57029,12.5,psychrophiles
291187|WP_066247682.1,train,291187,10.5,psychrophiles
983|WP_073244513.1,train,983,18.75,mesophiles bin 1
291179|WP_147086807.1,train,291179,10.5,psychrophiles
935223|WP_208857656.1,train,935223,14.0,psychrophiles
935224|WP_104000441.1,train,935224,14.5,psychrophiles
74109|WP_006229828.1,train,74109,10.0,psychrophiles
264736|WP_107243529.1,train,264736,14.0,psychrophiles
1970433|WP_374131450.1,val,1970433,4.2,psychrophiles
1970433|WP_374133276.1,train,1970433,4.2,psychrophiles
1970434|WP_374146532.1,train,1970434,4.2,psychrophiles
198347|WP_226125281.1,train,198347,5.0,psychrophiles
2014610|WP_284349100.1,train,2014610,22.5,mesophiles bin 1
2023717|WP_232599905.1,train,2023717,12.5,psychrophiles
74109|WP_181320795.1,train,74109,10.0,psychrophiles
264736|WP_193944688.1,train,264736,14.0,psychrophiles
74109|WP_006228495.1,train,74109,10.0,psychrophiles
2023717|WP_101767536.1,train,2023717,12.5,psychrophiles
2038737|WP_379803957.1,train,2038737,10.0,psychrophiles
935223|WP_091205637.1,train,935223,14.0,psychrophiles
2038737|WP_379808990.1,val,2038737,10.0,psychrophiles
2054411|WP_208306361.1,train,2054411,14.0,psychrophiles
2056433|WP_136640453.1,train,2056433,12.5,psychrophiles
212021|WP_248975529.1,train,212021,13.0,psychrophiles
225848|WP_077751277.1,train,225848,12.5,psychrophiles
43661|WP_193631303.1,train,43661,5.0,psychrophiles
60217|WP_013051271.1,train,60217,7.0,psychrophiles
271099|WP_126504913.1,train,271099,10.0,psychrophiles
238834|WP_071613499.1,train,238834,7.0,psychrophiles
198347|WP_226125045.1,train,198347,5.0,psychrophiles
238834|WP_169829550.1,train,238834,7.0,psychrophiles
249189|WP_071857124.1,train,249189,13.5,psychrophiles
74109|WP_006229107.1,train,74109,10.0,psychrophiles
249403|WP_029474842.1,train,249403,13.5,psychrophiles
468916|WP_407539593.1,train,468916,10.0,psychrophiles
468913|WP_161881868.1,train,468913,10.0,psychrophiles
249403|WP_029479439.1,train,249403,13.5,psychrophiles
249408|WP_029483452.1,train,249408,12.5,psychrophiles
249406|WP_415788578.1,train,249406,9.0,psychrophiles
468916|WP_407541489.1,train,468916,10.0,psychrophiles
468914|WP_407571434.1,train,468914,10.0,psychrophiles
249403|WP_029478804.1,train,249403,13.5,psychrophiles
249408|WP_156039255.1,test,249408,12.5,psychrophiles
249408|WP_029484515.1,train,249408,12.5,psychrophiles
253703|WP_068647666.1,train,253703,12.5,psychrophiles
253703|WP_068650213.1,train,253703,12.5,psychrophiles
253703|WP_068650881.1,train,253703,12.5,psychrophiles
2707049|WP_377005305.1,train,2707049,45.0,mesophiles bin 4
271096|WP_126520382.1,train,271096,10.0,psychrophiles
271099|WP_126505026.1,train,271099,10.0,psychrophiles
225848|WP_149027213.1,train,225848,12.5,psychrophiles
60217|WP_041419855.1,train,60217,7.0,psychrophiles
28229|WP_011042162.1,train,28229,9.5,psychrophiles
28229|WP_138140266.1,train,28229,9.5,psychrophiles
291187|WP_231931261.1,train,291187,10.5,psychrophiles
304413|WP_464243504.1,train,304413,14.0,psychrophiles
304413|WP_464242451.1,train,304413,14.0,psychrophiles
1967665|WP_081153095.1,train,1967665,11.5,psychrophiles
1117313|WP_010552670.1,train,1117313,12.5,psychrophiles
1485217|WP_099787198.1,train,1485217,10.0,psychrophiles
271096|WP_185826890.1,train,271096,10.0,psychrophiles
1658618|WP_105041623.1,train,1658618,10.0,psychrophiles
1129794|WP_007635208.1,train,1129794,12.0,psychrophiles
2023717|WP_045037489.1,train,2023717,12.5,psychrophiles
1121922|WP_006010251.1,train,1121922,12.5,psychrophiles
645597|WP_132986328.1,train,645597,12.5,psychrophiles
43661|WP_193631677.1,train,43661,5.0,psychrophiles
