member,ncbiTaxID_new,Temp_Duplicate_Average,bin_name,facebook/esm2_t12_35M_UR50D,facebook/esm2_t30_150M_UR50D,facebook/esm2_t33_650M_UR50D,facebook/esm2_t6_8M_UR50D
1069083|WP_004590642.1,1069083,80.0,hyperthermophiles,79.2625503540039,88.18194580078125,76.97994232177734,75.85986328125
139207|WP_252743344.1,139207,85.0,hyperthermophiles,91.42903137207033,89.16743469238281,69.60160827636719,83.79109191894531
2029677|WP_418645953.1,2029677,19.0,mesophiles bin 1,23.95638084411621,20.91507339477539,17.29835319519043,19.545230865478516
556529|WP_239864415.1,556529,20.0,mesophiles bin 1,18.4140853881836,22.48114776611328,19.52459716796875,22.384328842163086
249351|WP_113634322.1,249351,20.0,mesophiles bin 1,18.73322105407715,21.59197235107422,18.206138610839844,20.680877685546875
1111730|WP_022828298.1,1111730,21.2,mesophiles bin 1,20.109851837158203,20.223478317260746,16.063339233398438,19.438560485839844
235909|WP_011232654.1,235909,62.5,thermophiles,53.18998718261719,45.688575744628906,47.252803802490234,41.502586364746094
237679|WP_090240080.1,237679,30.0,mesophiles bin 2,39.62858200073242,35.0389289855957,34.11349105834961,34.22637176513672
445932|WP_012415327.1,445932,30.0,mesophiles bin 2,31.43753242492676,36.76242065429688,33.88692092895508,28.50218963623047
478105|WP_464302945.1,478105,50.0,mesophiles bin 4,77.26531219482422,60.49306106567383,58.377227783203125,57.849266052246094
589437|WP_025836607.1,589437,35.0,mesophiels bin 3,24.89273834228516,26.50633811950684,26.914810180664062,28.051055908203125
768670|WP_013450199.1,768670,55.0,mesophiles bin 4,56.42086410522461,62.75910186767578,65.06632995605469,53.80115509033203
108328|WP_091347665.1,108328,52.5,mesophiles bin 4,52.14220428466797,73.79838562011719,56.56665802001953,65.30511474609375
1078754|WP_167270542.1,1078754,18.0,mesophiles bin 1,22.828201293945312,21.701011657714844,20.278839111328125,19.15326690673828
1841482|WP_458923128.1,1841482,20.0,mesophiles bin 1,23.01240921020508,22.19945526123047,20.242671966552734,21.8057861328125
1382306|WP_052888474.1,1382306,55.0,mesophiles bin 4,60.15669250488281,71.07772827148438,72.99717712402344,60.09833526611328
1432656|WP_062370712.1,1432656,88.0,hyperthermophiles,85.73411560058594,90.52391052246094,85.76765441894531,85.19544219970703
1485217|WP_099793055.1,1485217,10.0,psychrophiles,20.154584884643555,18.225969314575195,17.34343719482422,18.005714416503906
178899|WP_078665281.1,178899,58.0,mesophiles bin 4,46.10999298095703,35.17155456542969,39.99885940551758,40.68951416015625
195907|WP_006989894.1,195907,20.0,mesophiles bin 1,31.19449615478516,47.516746520996094,40.93762969970703,32.4376220703125
1967665|WP_157673810.1,1967665,11.5,psychrophiles,17.56491470336914,16.882259368896484,9.89090347290039,17.704669952392578
283786|WP_092136596.1,283786,24.0,mesophiles bin 1,16.40938377380371,18.228315353393555,12.383918762207031,17.686058044433594
33941|WP_061912189.1,33941,60.0,thermophiles,54.3271598815918,70.18183135986328,47.12748718261719,51.922813415527344
372484|WP_098456206.1,372484,24.5,mesophiles bin 1,20.90185165405273,21.599102020263672,17.403135299682617,23.499984741210938
456442|WP_012106952.1,456442,36.0,mesophiels bin 3,66.37164306640625,61.39448547363281,55.25730895996094,55.96033477783203
468914|WP_407569560.1,468914,10.0,psychrophiles,8.916866302490234,13.167613983154297,14.54391860961914,6.160190582275391
504936|WP_010015136.1,504936,15.0,mesophiles bin 1,38.29988861083984,38.8496208190918,42.391624450683594,38.05036544799805
589436|WP_025077613.1,589436,35.0,mesophiels bin 3,27.942773818969727,25.58369445800781,17.65642547607422,36.51860809326172
1407499|WP_143416411.1,1407499,45.0,mesophiles bin 4,58.59092712402344,42.03464889526367,46.989990234375,42.24320983886719
1452487|WP_131862283.1,1452487,45.0,mesophiles bin 4,19.41364288330078,26.14508819580078,31.61406707763672,37.18597412109375
1582439|WP_148702944.1,1582439,32.0,mesophiles bin 2,74.57521057128906,59.22608184814453,65.892578125,55.344444274902344
1920749|WP_088819987.1,1920749,37.0,mesophiels bin 3,38.36753845214844,54.07148742675781,33.07975769042969,37.294837951660156
1970434|WP_374146903.1,1970434,4.2,psychrophiles,24.321876525878903,27.78979110717773,24.80561637878418,28.089675903320312
290588|WP_038475991.1,290588,30.0,mesophiles bin 2,30.699893951416016,33.837425231933594,31.468725204467773,31.684490203857422
1176239|WP_188378347.1,1176239,30.0,mesophiles bin 2,35.62504577636719,31.991039276123047,35.33959197998047,31.989837646484375
1247960|WP_263114064.1,1247960,50.0,mesophiles bin 4,38.15193557739258,45.10074615478516,49.69352340698242,36.8308219909668
550542|WP_013524668.1,550542,65.0,thermophiles,49.82187271118164,46.24239349365234,40.41593170166016,46.274208068847656
202604|WP_062280638.1,202604,65.0,thermophiles,57.94532012939453,55.79215240478516,58.41184616088867,55.46752166748047
1247960|WP_263114133.1,1247960,50.0,mesophiles bin 4,40.50267028808594,42.184120178222656,50.46393966674805,37.1650390625
161360|WP_065536708.1,161360,20.0,mesophiles bin 1,31.525524139404297,33.63322448730469,34.10933303833008,31.3632755279541
1247960|WP_263061860.1,1247960,50.0,mesophiles bin 4,31.632354736328125,39.99722671508789,36.978782653808594,29.501842498779297
237679|WP_090235784.1,237679,30.0,mesophiles bin 2,32.62252426147461,33.41669464111328,35.69972610473633,30.57697105407715
1176239|WP_188378603.1,1176239,30.0,mesophiles bin 2,33.3760986328125,34.2232666015625,31.698657989501953,31.29127311706543
1176239|WP_188378541.1,1176239,30.0,mesophiles bin 2,31.619844436645508,33.11503982543945,34.747344970703125,31.296541213989258
237069|WP_093855511.1,237069,38.5,mesophiels bin 3,32.746517181396484,35.14297103881836,37.074493408203125,32.569801330566406
858215|WP_013788465.1,858215,60.0,thermophiles,33.6781005859375,39.65206527709961,57.162574768066406,44.93389129638672
1472767|WP_068447444.1,1472767,35.0,mesophiels bin 3,27.16383552551269,32.10382843017578,32.65289306640625,31.415891647338867
29376|WP_194174727.1,29376,55.0,mesophiles bin 4,70.80493927001953,74.64020538330078,64.67417907714844,71.12199401855469
511051|WP_041726001.1,511051,65.0,thermophiles,76.7484359741211,58.96143341064453,69.04003143310547,33.352012634277344
55505|WP_038029231.1,55505,60.0,thermophiles,40.4024658203125,35.694305419921875,38.626983642578125,62.93601608276367
91623|WP_035795835.1,91623,22.5,mesophiles bin 1,17.190162658691406,21.73779296875,15.846034049987791,18.63936996459961
936456|WP_013506320.1,936456,28.0,mesophiles bin 2,28.98825454711914,32.42500305175781,25.539976119995117,42.79865264892578
995037|WP_105036616.1,995037,11.0,psychrophiles,26.61295890808105,27.54001235961914,27.102375030517575,26.422290802001953
2023717|WP_232616234.1,2023717,12.5,psychrophiles,19.91958808898925,14.094669342041016,11.607284545898438,24.19319725036621
253703|WP_068646092.1,253703,12.5,psychrophiles,23.54797744750977,24.77675437927246,27.583269119262695,26.305355072021484
292566|WP_015228531.1,292566,34.0,mesophiles bin 2,49.29441833496094,36.01128005981445,41.877811431884766,40.68486022949219
304413|WP_464243272.1,304413,14.0,psychrophiles,23.843425750732425,27.068857192993164,24.45056915283203,21.120241165161133
325778|WP_270096102.1,325778,23.6,mesophiles bin 1,28.09433364868164,23.90360450744629,29.84145736694336,28.405046463012695
536044|WP_176964080.1,536044,45.0,mesophiles bin 4,28.96892547607422,25.125375747680664,29.33443260192871,31.69623374938965
52697|WP_089296849.1,52697,26.5,mesophiles bin 2,11.018316268920898,41.367862701416016,35.71612548828125,25.50035285949707
70864|WP_012157152.1,70864,25.0,mesophiles bin 2,36.816505432128906,20.606964111328125,22.381298065185547,40.718631744384766
56813|WP_248986574.1,56813,16.0,mesophiles bin 1,31.970430374145508,17.168140411376953,22.304122924804688,37.079833984375
43661|WP_193632881.1,43661,5.0,psychrophiles,39.37023162841797,22.07858085632324,19.413406372070312,64.30809020996094
926571|WP_075055482.1,926571,42.0,mesophiels bin 3,72.45904541015625,52.57358551025391,62.44490814208984,44.92888641357422
108328|WP_091347864.1,108328,52.5,mesophiles bin 4,78.87844848632812,79.1513671875,60.466529846191406,73.23701477050781
1457250|WP_161569346.1,1457250,37.0,mesophiels bin 3,43.511024475097656,40.36562728881836,42.606048583984375,33.11372375488281
1970307|WP_291326968.1,1970307,6.29,psychrophiles,23.024959564208984,20.13772964477539,22.553131103515625,31.19682502746582
203471|WP_028873999.1,203471,50.0,mesophiles bin 4,42.25327301025391,50.0395622253418,62.26190948486328,43.91942596435547
747076|WP_132805839.1,747076,47.5,mesophiles bin 4,26.95981216430664,34.8238525390625,35.62873077392578,29.7388916015625
1128113|WP_284372200.1,1128113,20.0,mesophiles bin 1,21.59541702270508,24.025564193725582,18.392248153686523,27.58640480041504
552518|WP_045776039.1,552518,22.5,mesophiles bin 1,19.96561050415039,26.649131774902344,23.061267852783203,27.18387222290039
276|WP_045246399.1,276,72.25,thermophiles,65.77958679199219,69.20222473144531,69.14795684814453,68.36907958984375
300852|WP_011227978.1,300852,68.5,thermophiles,68.69851684570312,70.2513656616211,70.60591125488281,69.16181945800781
1843236|WP_076068704.1,1843236,22.5,mesophiles bin 1,19.3527946472168,24.933210372924805,18.27395820617676,26.227733612060547
641665|WP_085285816.1,641665,24.0,mesophiles bin 1,19.634519577026367,17.972797393798828,11.767961502075195,17.10683822631836
290335|WP_124005437.1,290335,30.0,mesophiles bin 2,34.708621978759766,36.59288024902344,38.683719635009766,16.021169662475586
112900|WP_093795754.1,112900,35.0,mesophiels bin 3,24.54924774169922,25.317886352539062,29.726186752319336,18.76610565185547
29344|WP_103895896.1,29344,68.0,thermophiles,52.93375778198242,62.02814102172852,66.6905517578125,65.43513488769531
421000|WP_025059031.1,421000,25.0,mesophiles bin 2,18.36211585998535,18.010940551757812,14.475534439086914,22.605531692504883
43661|WP_193632242.1,43661,5.0,psychrophiles,16.42941665649414,22.640100479125977,18.198814392089844,17.855030059814453
56813|WP_248986954.1,56813,16.0,mesophiles bin 1,18.53948402404785,20.652868270874023,13.64561653137207,14.892733573913574
1833852|WP_077714958.1,1833852,50.0,mesophiles bin 4,41.46923828125,48.33504867553711,53.267330169677734,37.814476013183594
271096|WP_126519982.1,271096,10.0,psychrophiles,17.51082992553711,20.50783920288086,17.10163116455078,15.528519630432129
237679|WP_090232067.1,237679,30.0,mesophiles bin 2,23.113460540771484,29.34234619140625,31.960052490234375,18.395301818847656
1908308|WP_345549169.1,1908308,37.0,mesophiels bin 3,18.946218490600582,18.8051872253418,27.94698905944824,27.880542755126953
1335746|WP_016352692.1,1335746,37.0,mesophiels bin 3,21.573993682861328,27.57481002807617,25.940383911132812,37.27837371826172
1967665|WP_081149390.1,1967665,11.5,psychrophiles,15.798564910888672,17.606101989746094,9.081008911132812,12.675758361816406
511051|WP_014453172.1,511051,65.0,thermophiles,73.62923431396484,74.42092895507812,79.24697875976562,75.46900939941406
2023717|WP_232616412.1,2023717,12.5,psychrophiles,17.122257232666016,17.50364875793457,11.145803451538086,19.584758758544922
178899|WP_159071820.1,178899,58.0,mesophiles bin 4,57.91216278076172,61.47161102294922,63.097660064697266,58.86862564086914
506591|WP_259971290.1,506591,24.0,mesophiles bin 1,19.579570770263672,19.93249893188477,19.467689514160156,29.7901611328125
1069|WP_343231224.1,1069,30.0,mesophiles bin 2,23.623729705810547,28.51351928710937,25.227937698364254,32.140785217285156
1382356|WP_081886860.1,1382356,65.0,thermophiles,33.39640426635742,53.19373321533203,63.82683181762695,41.94160842895508
468914|WP_407569386.1,468914,10.0,psychrophiles,19.07660675048828,21.31023597717285,29.398637771606445,30.854509353637695
988821|WP_090032921.1,988821,26.5,mesophiles bin 2,28.40747833251953,26.580888748168945,29.30262756347656,26.537717819213867
913969|WP_035950244.1,913969,28.0,mesophiles bin 2,26.652257919311523,25.227718353271484,27.83123779296875,22.64558982849121
146827|WP_062043670.1,146827,37.0,mesophiels bin 3,28.15665626525879,32.469932556152344,29.58469009399414,33.117431640625
1477021|WP_188509640.1,1477021,14.0,psychrophiles,21.56045913696289,19.91781234741211,17.243772506713867,27.56078338623047
2023717|WP_232616123.1,2023717,12.5,psychrophiles,19.611019134521484,21.95544815063477,13.534427642822266,14.23033332824707
264736|WP_107243201.1,264736,14.0,psychrophiles,26.66031074523925,22.783992767333984,17.498844146728516,24.579580307006836
249403|WP_029476920.1,249403,13.5,psychrophiles,32.56675338745117,28.854442596435547,22.76449966430664,27.2860107421875
249408|WP_029484025.1,249408,12.5,psychrophiles,25.912363052368164,26.3524227142334,23.24584197998047,24.77540397644043
309803|WP_015919659.1,309803,80.0,hyperthermophiles,80.97230529785156,64.19918060302734,69.21317291259766,73.77285766601562
402877|WP_054693136.1,402877,37.0,mesophiels bin 3,39.2869873046875,35.48131561279297,52.915802001953125,60.261756896972656
52704|WP_106060254.1,52704,12.0,psychrophiles,30.85457992553711,26.827377319335938,26.998353958129883,32.94688415527344
651661|WP_229208307.1,651661,12.5,psychrophiles,22.01888084411621,18.87038803100586,16.8005428314209,27.701332092285156
1078754|WP_167267253.1,1078754,18.0,mesophiles bin 1,38.97875213623047,19.799304962158203,16.881038665771484,30.527240753173828
74109|WP_242610814.1,74109,10.0,psychrophiles,25.93148803710937,20.70214080810547,18.190135955810547,25.60318946838379
833|WP_014546352.1,833,37.0,mesophiels bin 3,76.23690032958984,53.44606399536133,32.69768524169922,78.43630981445312
874266|WP_464743032.1,874266,65.0,thermophiles,63.65068054199219,74.54927062988281,65.61213684082031,65.25973510742188
108007|WP_006584349.1,108007,62.5,thermophiles,99.001220703125,82.22183990478516,70.3956527709961,85.38441467285156
1132498|WP_275039024.1,1132498,76.5,thermophiles,73.01554107666016,60.90602111816406,60.965789794921875,69.98568725585938
1472767|WP_068441606.1,1472767,35.0,mesophiels bin 3,41.53312683105469,51.05633544921875,39.4900016784668,38.75395965576172
1707952|WP_066786745.1,1707952,55.0,mesophiles bin 4,45.495391845703125,49.041805267333984,52.533180236816406,59.24928283691406
1121922|WP_006009738.1,1121922,12.5,psychrophiles,24.52123641967773,26.42640686035156,22.446186065673828,29.88420295715332
324602|WP_012257278.1,324602,56.0,mesophiles bin 4,31.525218963623047,50.24323272705078,57.63265228271485,56.756168365478516
1970309|WP_291330167.1,1970309,6.29,psychrophiles,23.195104598999023,20.23015022277832,22.35502243041992,12.24979019165039
249189|WP_071857535.1,249189,13.5,psychrophiles,20.90584182739257,27.26816177368164,31.49476623535156,23.618175506591797
281738|WP_394124284.1,281738,12.5,psychrophiles,18.663360595703125,16.54298973083496,15.279470443725586,18.380409240722656
43687|WP_012021721.1,43687,75.0,thermophiles,78.4946060180664,84.360107421875,80.39794921875,66.67916870117188
426118|WP_009989211.1,426118,76.25,thermophiles,75.58264923095703,81.17535400390625,74.76950073242188,67.72450256347656
1550241|WP_191118601.1,1550241,85.0,hyperthermophiles,36.240116119384766,29.77604866027832,67.02249145507812,34.051124572753906
397948|WP_012186354.1,397948,85.0,hyperthermophiles,66.70587158203125,76.68290710449219,73.83131408691406,72.9938735961914
56636|WP_165487957.1,56636,92.5,hyperthermophiles,83.93273162841797,90.96714782714844,91.40572357177734,78.72989654541016
2278|WP_464733107.1,2278,102.0,hyperthermophiles,79.37886047363281,90.14703369140624,85.64195251464844,78.00523376464844
181486|WP_011849708.1,181486,92.5,hyperthermophiles,84.80088806152344,92.8839340209961,86.08283996582031,82.74220275878906
1184251|WP_014737977.1,1184251,84.0,hyperthermophiles,70.90911865234375,85.57881164550781,84.60823059082031,73.82478332519531
53426|WP_464834755.1,53426,87.0,hyperthermophiles,80.565673828125,79.51121520996094,80.94239807128906,72.72305297851562
523851|WP_367883808.1,523851,87.5,hyperthermophiles,78.19780731201172,83.80369567871094,91.3933563232422,72.23342895507812
74109|WP_006233443.1,74109,10.0,psychrophiles,19.640125274658203,15.961933135986328,16.43154525756836,17.709510803222656
768670|WP_013450524.1,768670,55.0,mesophiles bin 4,57.80339050292969,56.3616943359375,53.378204345703125,58.2433967590332
985053|WP_237699735.1,985053,82.5,hyperthermophiles,81.4979019165039,84.91806030273438,83.31968688964844,88.41751861572266
1294262|WP_162205017.1,1294262,63.33,thermophiles,77.06361389160156,79.98574829101562,75.55293273925781,65.84495544433594
1812810|WP_069133249.1,1812810,40.0,mesophiels bin 3,34.78972625732422,38.82796859741211,41.69800567626953,34.747314453125
2040274|WP_415641837.1,2040274,20.0,mesophiles bin 1,17.2139835357666,17.749675750732422,19.394136428833008,20.915199279785156
33941|WP_062898984.1,33941,60.0,thermophiles,50.32066345214844,48.633934020996094,55.404022216796875,38.741241455078125
290588|WP_038484004.1,290588,30.0,mesophiles bin 2,27.67540168762207,25.58003616333008,33.527225494384766,28.969329833984375
581036|WP_245934738.1,581036,58.5,mesophiles bin 4,56.272216796875,58.744102478027344,47.762420654296875,50.83208084106445
35616|WP_464735732.1,35616,105.0,hyperthermophiles,82.87499237060547,91.73294830322266,91.01846313476562,59.62648010253906
56636|WP_131160004.1,56636,92.5,hyperthermophiles,88.68274688720703,86.77911376953125,90.98749542236328,83.69181823730469
1069083|WP_004589774.1,1069083,80.0,hyperthermophiles,83.22906494140625,84.03221130371094,89.57901763916016,74.92913818359375
573064|WP_015791054.1,573064,82.5,hyperthermophiles,85.03085327148438,79.12319946289062,88.02779388427734,72.57614135742188
113653|WP_048094859.1,113653,88.0,hyperthermophiles,86.2464370727539,88.94415283203125,90.0426025390625,84.86508178710938
181486|WP_011849136.1,181486,92.5,hyperthermophiles,93.05307006835938,90.58226013183594,91.8749542236328,79.60838317871094
1650659|WP_081247145.1,1650659,80.0,hyperthermophiles,96.64244842529295,91.3063507080078,96.85847473144533,90.460693359375
2278|WP_464732434.1,2278,102.0,hyperthermophiles,89.48979949951172,87.91439056396484,92.97457885742188,88.02043151855469
425104|WP_012143548.1,425104,10.0,psychrophiles,16.418216705322266,16.67840003967285,10.598751068115234,18.163066864013672
45610|WP_201622485.1,45610,18.0,mesophiles bin 1,19.46910095214844,27.391542434692383,20.84918785095215,27.931793212890625
56810|WP_201561305.1,56810,14.0,psychrophiles,20.9276123046875,25.76875686645508,20.57199478149414,26.511335372924805
56810|WP_201561306.1,56810,14.0,psychrophiles,19.203556060791016,20.04890251159668,16.92261505126953,25.260696411132812
81479|WP_075587034.1,81479,15.0,mesophiles bin 1,39.79228591918945,39.57933044433594,24.647436141967773,32.502254486083984
1123032|WP_028856160.1,1123032,18.5,mesophiles bin 1,26.264663696289062,23.17554473876953,22.301986694335938,22.117643356323242
154|WP_014624340.1,154,67.0,thermophiles,69.09059143066406,67.80772399902344,60.1671142578125,59.81450271606445
1650659|WP_081247035.1,1650659,80.0,hyperthermophiles,96.84397888183594,99.87714385986328,92.2269515991211,99.73568725585938
1936021|WP_166032772.1,1936021,65.0,thermophiles,62.52944946289063,72.36785125732422,64.00186157226562,66.96464538574219
207809|WP_338601990.1,207809,85.0,hyperthermophiles,86.36804962158203,83.34326934814453,81.4271469116211,75.573974609375
45157|XP_005539328.1,45157,45.0,mesophiles bin 4,44.2080078125,42.68709182739258,45.46883392333984,46.32505798339844
468913|WP_202630451.1,468913,10.0,psychrophiles,33.08696746826172,25.643468856811523,30.00337028503418,32.5958366394043
91623|WP_026882864.1,91623,22.5,mesophiles bin 1,27.802339553833008,22.061504364013672,24.913724899291992,23.965633392333984
981222|WP_081464832.1,981222,51.0,mesophiles bin 4,24.3223819732666,43.69837188720703,37.06704330444336,26.367324829101562
1495650|WP_303899876.1,1495650,73.75,thermophiles,78.05857849121094,74.28190612792969,74.98107147216797,68.16990661621094
1770529|WP_381528692.1,1770529,28.0,mesophiles bin 2,19.42890930175781,14.542620658874512,19.034364700317383,14.41019058227539
1908239|WP_378983522.1,1908239,20.0,mesophiles bin 1,27.693056106567383,23.09276962280273,22.409347534179688,34.44090270996094
983|WP_073247006.1,983,18.75,mesophiles bin 1,30.34533309936523,25.320432662963867,21.996994018554688,25.489286422729492
983|WP_073246939.1,983,18.75,mesophiles bin 1,34.72895050048828,23.023117065429688,22.401700973510746,25.012928009033203
1434752|WP_069658956.1,1434752,12.5,psychrophiles,45.8032455444336,26.891700744628903,29.821439743041992,26.379806518554688
425514|WP_090555756.1,425514,14.0,psychrophiles,31.451753616333008,24.08279037475586,24.09265899658203,33.037261962890625
1150600|WP_016194689.1,1150600,18.0,mesophiles bin 1,27.359872817993164,25.68128967285156,24.40054702758789,24.277294158935547
1393122|WP_092460460.1,1393122,55.0,mesophiles bin 4,47.54612731933594,35.43391418457031,45.58645248413086,47.205787658691406
279824|WP_092733275.1,279824,30.0,mesophiles bin 2,21.75311279296875,20.6702938079834,27.85383415222168,26.713335037231445
651661|WP_082215445.1,651661,12.5,psychrophiles,40.075103759765625,27.132219314575195,27.314178466796875,35.421783447265625
2689387|WP_225807608.1,2689387,80.0,hyperthermophiles,64.95269775390625,63.0278434753418,57.25336837768555,47.865928649902344
406548|WP_390677806.1,406548,32.5,mesophiles bin 2,53.76976013183594,45.84611892700195,48.290077209472656,42.49723815917969
45157|XP_005539185.1,45157,45.0,mesophiles bin 4,25.07955741882324,29.998634338378903,40.48152542114258,29.235607147216797
466153|WP_015247526.1,466153,23.0,mesophiles bin 1,19.57356071472168,14.284246444702148,15.465408325195312,19.6503849029541
523851|WP_367883317.1,523851,87.5,hyperthermophiles,86.215576171875,88.26168823242188,85.71311950683594,85.42257690429688
55505|WP_038029131.1,55505,60.0,thermophiles,44.95906066894531,42.12094879150391,54.82002639770508,29.92435646057129
1864947|WP_126245841.1,1864947,28.0,mesophiles bin 2,25.70804023742676,19.2314453125,18.577959060668945,17.639278411865234
604332|WP_027882511.1,604332,57.5,mesophiles bin 4,55.21199035644531,54.57104110717773,56.885231018066406,52.54896926879883
913969|WP_156971730.1,913969,28.0,mesophiles bin 2,30.934513092041016,32.22164535522461,29.56110954284668,31.19740104675293
108328|WP_143055919.1,108328,52.5,mesophiles bin 4,79.25299072265625,79.06845092773438,69.39237976074219,70.62097930908203
1128113|WP_284369181.1,1128113,20.0,mesophiles bin 1,25.789396286010746,21.774003982543945,19.178176879882812,27.78619956970215
1191523|WP_014857073.1,1191523,55.0,mesophiles bin 4,38.23815155029297,54.09033203125,51.25965881347656,27.202985763549805
1323370|WP_069648993.1,1323370,60.0,thermophiles,37.65800476074219,43.514739990234375,55.45753479003906,27.36438751220703
